"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HBD273EC","journalArticle","2006","Mohandas, N.; An, X.","New insights into function of red cell membrane proteins and their interaction with spectrin-based membrane skeleton","Transfusion Clinique Et Biologique: Journal De La Societe Francaise De Transfusion Sanguine","","1246-7820","10.1016/j.tracli.2006.02.017","","","2006-04","2019-03-25 17:16:30","2019-03-25 17:16:30","","29-30","","1-2","13","","Transfus Clin Biol","","","","","","","","eng","","","","","PubMed","","PMID: 16581279","","","http://www.ncbi.nlm.nih.gov/pubmed/16581279","","Erythrocyte Membrane; Humans; Animals; Mice; Spectrin; Membrane Proteins; Blood Proteins; Structure-Activity Relationship; Cytoskeleton; Membrane Glycoproteins; Mice, Knockout; Multiprotein Complexes; Protein Interaction Mapping","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3L2EDQ2","journalArticle","2006","Cherezov, Vadim; Clogston, Jeffrey; Papiz, Miroslav Z.; Caffrey, Martin","Room to Move: Crystallizing Membrane Proteins in Swollen Lipidic Mesophases","Journal of Molecular Biology","","0022-2836","10.1016/j.jmb.2006.01.049","http://www.sciencedirect.com/science/article/pii/S0022283606000787","The cubic phase or in meso crystallization method is responsible for almost 40 solved integral membrane protein structures. Most of these are small and compact proteins. A model for how crystals form by the in meso method has been proposed that invokes a transition between mesophases. In light of this model, we speculated that a more hydrated and open mesophase, of reduced interfacial curvature, would support facile crystallization of bigger and bulkier proteins. The proposal was explored here by performing crystallization in the presence of additives that swell the cubic phase. The additive concentration inducing swelling, as quantified by small-angle X-ray diffraction, coincided with a “crystallization window” in which two, very different transmembranal proteins produced crystals. That the swollen mesophase can grow structure-grade crystals was proven with one of these, the light-harvesting II complex. In most regards, the structural details of the corresponding complex resembled those of crystals grown by the conventional vapour diffusion method, with some important differences. In particular, packing density in the in meso-grown crystals was dramatically higher, more akin to that seen with water-soluble proteins, which accounts for their enhanced diffracting power. The layered and close in-plane packing observed has been rationalized in a model for nucleation and crystal growth by the in meso method that involves swollen mesophases. These results present a rational case for including mesophase-swelling additives in screens for in meso crystallogenesis. Their use will contribute to broadening the range of membrane proteins that yield to structure determination.","2006-04-14","2019-05-27 18:22:12","2019-05-27 18:22:12","2019-05-27 18:20:58","1605-1618","","5","357","","Journal of Molecular Biology","Room to Move","","","","","","","","","","","","ScienceDirect","","","","/Users/brunacasadei/Zotero/storage/9YGBVMF6/Cherezov et al. - 2006 - Room to Move Crystallizing Membrane Proteins in S.pdf; /Users/brunacasadei/Zotero/storage/I4SNZGJR/S0022283606000787.html","","","cubic phase; light harvesting complex II; sponge phase; vitamin B12 transporter; X-ray crystallography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9ZTBUS7","journalArticle","2000","Qiu, Hong; Caffrey, Martin","The phase diagram of the monoolein/water system: metastability and equilibrium aspects","Biomaterials","","0142-9612","10.1016/S0142-9612(99)00126-X","http://www.sciencedirect.com/science/article/pii/S014296129900126X","Interest in the liquid crystal structure, transport and membrane protein crystallizing properties of the monoolein/water system has grown in the recent past. Monoolein is also an important homolog in a series of monoacylglycerols used to decipher how lipid molecular structure relates to liquid crystal phase behavior—information needed for rational design applications and for understanding the origin of membrane lipid diversity. To make intelligent use of the monoolein/water system, a reliable and detailed temperature–composition phase diagram is needed. The phase diagram of Briggs et al. (J Phys II France 1996;6:723–51) was constructed for this purpose. However, we have established that the liquid crystal phases in the latter below ca. 20°C are metastable. By implementing a sub-zero degree (°C) sample incubation prior to data collection in the heating direction, we can reset the system into the lamellar crystal phase which we assume represents equilibrium behavior. We have re-examined the low-temperature part of the phase diagram and characterized structurally the new `equilibrium’ phases by static and time-resolved low- and wide-angle X-ray diffraction and by differential scanning calorimetry. A more complete phase diagram that incorporates the new equilibrium behavior at low temperatures is reported.","2000-02-01","2019-05-27 18:26:30","2019-05-27 18:26:30","2019-05-27 18:26:30","223-234","","3","21","","Biomaterials","The phase diagram of the monoolein/water system","","","","","","","","","","","","ScienceDirect","","","","/Users/brunacasadei/Zotero/storage/CSKN44FL/Qiu and Caffrey - 2000 - The phase diagram of the monooleinwater system m.pdf; /Users/brunacasadei/Zotero/storage/Y79IXMUX/S014296129900126X.html","","","Cubic phase; Lipid bilayer; Liquid crystal; Mesophase; Phase diagram; Undercooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFUHU8RV","journalArticle","2017","Akbar, Samina; Anwar, Aneela; Ayish, Abdullah; Elliott, Joanne M; Squires, Adam M","Phytantriol based smart nano-carriers for drug delivery applications","European Journal of Pharmaceutical Sciences","","0928-0987","10.1016/j.ejps.2017.01.035","http://www.sciencedirect.com/science/article/pii/S0928098717300593","From the last couple of decades, lyotropic liquid crystals have garnered enormous attentions in medical and pharmaceutical sciences. Non-toxic, chemically stable, and biocompatible properties of these liquid crystal systems are contributing to their applications for drug delivery. Among a large variety of liquid crystal phases, inverse bicontinuous cubic and inverse hexagonal mesophases have been extensively investigated for their ability to encapsulate and controlled release of bioactive molecules of various sizes and polarity. The concept of changing the drug release rate in situ by simply changing the mesophase structure is much more fascinating. The encapsulation of bioactive compounds in mesophase systems of desirable features in sub-micron sized particles such as hexosomes and cubosomes, at ambient and high temperature is bringing innovation in the development of new drug applications. This review article outlines unique structural features of cubosomes and hexosomes, their methods of productions, factors affecting their formations and their potential utilization as smart nano-carriers for biopharmaceuticals in drug delivery applications.","2017-04-01","2019-05-27 18:46:58","2019-05-27 18:46:58","2019-05-27 18:46:58","31-42","","","101","","European Journal of Pharmaceutical Sciences","","","","","","","","","","","","","ScienceDirect","","","","/Users/brunacasadei/Zotero/storage/KNHCUXTS/Akbar et al. - 2017 - Phytantriol based smart nano-carriers for drug del.pdf; /Users/brunacasadei/Zotero/storage/GLDXTFI7/S0928098717300593.html","","","Drug delivery; Cubosomes; Phytantriol; Hexosomes; Liquid crystal phase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4YCILUG","journalArticle","2003","Barauskas, Justas; Landh, Tomas","Phase Behavior of the Phytantriol/Water System","Langmuir","","0743-7463","10.1021/la0350812","https://doi.org/10.1021/la0350812","Phytantriol, 3,7,11,15-tetramethyl-1,2,3-hexadecanetriol, is frequiently used as a cosmetic ingredient; however, very little is known about its physical and chemical properties. Here, we present the phase behavior of phytantriol in water, as determined by X-ray diffraction. At room temperature, the phase sequence upon increasing the water concentration is reversed micellar, lamellar, cubic phase Q230, and cubic phase Q224. At 44 °C, the cubic liquid crystals are transformed into a reversed hexagonal phase. The temperature−composition phase diagram of phytantriol/water mixtures is, thus, qualitatively similar to that of aqueous glycerol monooleate. The chemical stability of phytantriol makes it an interesting alternative to glycerol monooleate in exploiting various scientific and technical applications of, in particular, the cubic liquid crystalline phases.","2003-11-01","2019-05-27 18:48:43","2019-05-27 18:48:43","2019-05-27 18:48:43","9562-9565","","23","19","","Langmuir","","","","","","","","","","","","","ACS Publications","","","","/Users/brunacasadei/Zotero/storage/PPZ5HVR9/la0350812.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3NDQPZB","journalArticle","2019","Alheshibri, Muidh; Craig, Vincent S. J.","Generation of nanoparticles upon mixing ethanol and water; Nanobubbles or Not?","Journal of Colloid and Interface Science","","0021-9797","10.1016/j.jcis.2019.01.134","http://www.sciencedirect.com/science/article/pii/S0021979719301559","Hypothesis The debate as to whether nanoparticles that are formed upon mixing ethanol and water are nanobubbles or other nanoparticles has continued over the past decade. In this work, we test the hypothesis that long lived bulk nanobubbles are produced upon mixing ethanol and water, using techniques that probe the density and the pressure response of the nanoparticles. Experiments Nanoparticles were generated spontaneously upon mixing high-purity ethanol and high-purity water. The size distribution of these nanoparticles was obtained using nanoparticle tracking analysis. The mean density of the nanoparticles was determined using resonant mass measurement, and the response of the nanoparticles to the application of external pressure was measured using dynamic light scattering. Findings The ethanol-water mixture was found to produce only positively buoyant particles, with a mean density of 0.91 ± 0.01 g/cm3, and the external pressure had only a minimal effect on the size of these nanoparticles. Degassing the solvents before mixing led to a significant reduction in the number of nanoparticles produced. Allowing the solutions to re-gas restored their ability to produce nanoparticles. These experiments reveal that ethanol-water mixing produces nanoparticles that result from the accumulation of material at the interface of dissolving bubbles.","2019-04-15","2019-06-07 13:22:39","2019-06-07 13:22:39","2019-06-07 13:22:39","136-143","","","542","","Journal of Colloid and Interface Science","","","","","","","","","","","","","ScienceDirect","","","","/Users/brunacasadei/Zotero/storage/VXZXD6U4/Alheshibri and Craig - 2019 - Generation of nanoparticles upon mixing ethanol an.pdf; /Users/brunacasadei/Zotero/storage/574L6MKF/S0021979719301559.html","","","Pressure; Nanoparticles; Bulk nanobubbles; Ethanol water mixing; Nanodroplets; Ouzo effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDH3KACI","journalArticle","2015","Azmi, Intan D. M.; Moghimi, Seyed M.; Yaghmur, Anan","Cubosomes and hexosomes as versatile platforms for drug delivery","Therapeutic Delivery","","2041-6008","10.4155/tde.15.81","","Nonlamellar liquid crystalline phases are attractive platforms for drug solubilization and targeted delivery. The attractiveness of this formulation principle is linked to the nanostructural versatility, compatiblity, digestiblity and bioadhesive properties of their lipid constituents, and the capability of solubilizing and sustaining the release of amphiphilic, hydrophobic and hydrophilic drugs. Nonlamellar liquid crystalline phases offer two distinct promising strategies in the development of drug delivery systems. These comprise formation of ISAsomes (internally self-assembled 'somes' or particles) such as cubosomes and hexosomes, and in situ formation of parenteral dosage forms with tunable nanostructures at the site of administration. This review outlines the unique features of cubosomes and hexosomes and their potential utilization as promising platforms for drug delivery.","2015","2019-06-07 13:23:43","2019-06-07 13:23:43","","1347-1364","","12","6","","Ther Deliv","","","","","","","","eng","","","","","PubMed","","PMID: 26652281","","","http://www.ncbi.nlm.nih.gov/pubmed/26652281","","Humans; Micelles; Hydrophobic and Hydrophilic Interactions; Solubility; Pharmaceutical Preparations; Drug Carriers; Nanostructures; Liquid Crystals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32BVRBAF","bookSection","2016","Esposito, Elisabetta; Mariani, Paolo; Drechsler, Markus; Cortesi, Rita","Structural Studies of Lipid-Based Nanosystems for Drug Delivery: X-ray Diffraction (XRD) and Cryogenic Transmission Electron Microscopy (Cryo-TEM)","Handbook of Nanoparticles","978-3-319-15338-4","","","https://doi.org/10.1007/978-3-319-15338-4_39","Lipid-based nanosystems have gained interest as matrixes able to dissolve and to control delivery of active, thereby improving their bioavailability and reducing side-effects.In particular, nanoparticles based on lipids have been widely proposed as novel drug carrier systems.For instance, solid lipid nanoparticles (SLN) add up the benefit of colloidal lipid emulsions and those of solid matrix particles. Nanostructured lipid carriers (NLC), the second generation of SLN, are a blend of a solid lipid matrix and a liquid lipid phase.Among lipid dispersion providing matrixes for the sustained release of drugs monooleine aqueous dispersions (MAD) can be mentioned. MAD are heterogeneous systems generated by the dispersion of an amphiphilic lipid, such as monoolein, in water. MAD are made by a complex lyotropic liquid crystalline nanostructures such as micelles and lamellar, hexagonal, and cubic phases.In order to characterize nanosystems, it is important to carry out detailed systematic investigations. X-ray diffraction and microscopy give information about shape, inner structure and dimensions of powders, and dispersions that could not otherwise be identified.This chapter provides an overview about the use of x-ray diffraction and cryogenic transmission electron microscopy as techniques for characterizing lipid nanosystems recently developed by our research group.","2016","2019-06-07 13:24:15","2019-06-07 13:24:15","2019-06-07 13:24:15","861-889","","","","","","Structural Studies of Lipid-Based Nanosystems for Drug Delivery","","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","DOI: 10.1007/978-3-319-15338-4_39","","","","","Nanostructured lipid carriers; Cubosome; Solid lipid nanoparticle","Aliofkhazraei, Mahmood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U699529","journalArticle","2016","Karami, Zahra; Hamidi, Mehrdad","Cubosomes: remarkable drug delivery potential","Drug Discovery Today","","1878-5832","10.1016/j.drudis.2016.01.004","","Cubosomes are nanostructured liquid crystalline particles, made of certain amphiphilic lipids in definite proportions, known as biocompatible carriers in drug delivery. Cubosomes comprise curved bicontinuous lipid bilayers that are organized in three dimensions as honeycombed structures and divided into two internal aqueous channels that can be exploited by various bioactive ingredients, such as chemical drugs, peptides and proteins. Owing to unique properties such as thermodynamic stability, bioadhesion, the ability of encapsulating hydrophilic, hydrophobic and amphiphilic substances, and the potential for controlled release through functionalization, cubosomes are regarded as promising vehicles for different routes of administration. Based on the most recent reports, this review introduces cubosomes focusing on their structure, preparation methods, mechanism of release and potential routes of administration.","2016","2019-06-07 13:24:43","2019-06-07 13:24:43","","789-801","","5","21","","Drug Discov. Today","Cubosomes","","","","","","","eng","","","","","PubMed","","PMID: 26780385","","","http://www.ncbi.nlm.nih.gov/pubmed/26780385","","Drug Delivery Systems; Drug Liberation; Nanostructures; Lipids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFL3CUL8","journalArticle","2015","Luo, Qing; Lin, Tongyuan; Zhang, Cai Yuan; Zhu, Tingting; Wang, Lei; Ji, Zhaojie; Jia, Buyun; Ge, Tao; Peng, Daiyin; Chen, Weidong","A novel glyceryl monoolein-bearing cubosomes for gambogenic acid: Preparation, cytotoxicity and intracellular uptake","International Journal of Pharmaceutics","","1873-3476","10.1016/j.ijpharm.2015.07.036","","Lyotropic cubic liquid crystalline nanoparticles, also known as 'cubosomes', have been tested as effective carriers for a variety of drugs due to their ability to enhance delivery efficiency and reduced drug side effects. Cubosomes are colloidal carriers composed of biodegradable Glyceryl monooleate and F127. Being composed of well tolerable and physiological materials, these carriers are well tolerated, compatible and non-toxic. In this study, therefore, we developed a novel, water-soluble, glyceryl monooleate and F127 based multiblock copolymer for Gambogenic acid (GNA) by emulsion-evaporation and low temperature-solidification technique. Physicochemical properties, in vitro cytotoxicity, cellular uptake and in vivo pharmacokinetic of GNA-loaded cubosomes (GNA-Cubs) were investigated. The results revealed that GNA-Cubs were spherical or ellipsoidal monocellular by dynamic light scattering, meanwhile, 150-250nm in mean size with narrow polydispersity indexas determined by transmission electron microscopy. Small angle X-ray scattering indicated that GNA-Cubs retain the Pn3m cubic symmetry. Compared with GNA solution, GNA-Cubs exhibited markedly prolonged inhibitory activity in SMMC-7721 cells, as well as time-dependent increases in intra-cellular uptake. Furthermore, in vivo pharmacokinetic study showed that the Cmax values and the AUC of GNA-Cubs were higher than GNA solution approximately 1.2-fold and 9.1-fold, respectively. In conclusion, the results showed that the cubic liquid crystalline nanoparticles could be a potentially nanocarrier in the delivery of GNA for cancer therapy.","2015-09-30","2019-06-07 13:25:02","2019-06-07 13:25:02","","30-39","","1-2","493","","Int J Pharm","A novel glyceryl monoolein-bearing cubosomes for gambogenic acid","","","","","","","eng","","","","","PubMed","","PMID: 26209071","","","http://www.ncbi.nlm.nih.gov/pubmed/26209071","","Chromatography, High Pressure Liquid; Drug Delivery Systems; Particle Size; Cell Survival; Drug Liberation; Chemistry, Pharmaceutical; Glycerides; Liquid Crystals; Nanoparticles; Cubosomes; Polyethylenes; Polypropylenes; Cell Culture Techniques; Cellular uptake; Colloids; Endocytosis; Gambogenic acid; Glyceryl monooleate/pluronic F127; Xanthenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JB8A6L8","journalArticle","2010","Murgia, Sergio; Falchi, Angela M.; Mano, Miguel; Lampis, Sandrina; Angius, Rossella; Carnerup, Anna M.; Schmidt, Judith; Diaz, Giacomo; Giacca, Mauro; Talmon, Yeshayahu; Monduzzi, Maura","Nanoparticles from Lipid-Based Liquid Crystals: Emulsifier Influence on Morphology and Cytotoxicity","The Journal of Physical Chemistry B","","1520-6106","10.1021/jp9098655","https://doi.org/10.1021/jp9098655","Here, monoolein-based nanoparticles (NPs), obtained through fragmentation of bulk liquid crystalline phases, and stabilized by two different emulsifiers, namely, Pluronic F127 (PF127) and lauroylcholine chloride (LCh), are investigated for structural features and for short-term in vitro cytotoxicity. Depending on the emulsifiers, different morphologies of the lipid NPs (cubosomes and liposomes) are obtained, as demonstrated by cryo-TEM images. Although NPs offer many advantages in medical applications and various chemicals used for their preparation are under investigation, so far there are no standardized procedures to evaluate cell biocompatibility. Two different protocols to evaluate the impact of these lipid NPs on biological systems are presented. Results show that nanoparticles stabilized by PF127 (cubosomes) display a relevant toxicity toward different cell lines, whereas those stabilized by LCh (liposomes) affect cell viability at a much lesser extent.","2010-03-18","2019-06-07 13:25:36","2019-06-07 13:25:36","2019-06-07 13:25:36","3518-3525","","10","114","","J. Phys. Chem. B","Nanoparticles from Lipid-Based Liquid Crystals","","","","","","","","","","","","ACS Publications","","","","/Users/brunacasadei/Zotero/storage/QY8IM7VT/jp9098655.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YZXUVJWR","journalArticle","2014","Lakshmi, Naga M.; Yalavarthi, Prasanna R.; Vadlamudi, Harini C.; Thanniru, Jyotsna; Yaga, Gowri; K, Haritha","Cubosomes as targeted drug delivery systems - a biopharmaceutical approach","Current Drug Discovery Technologies","","1875-6220","","","Cubosomes are reversed bicontinuous cubic phases and possess unique physicochemical properties. These special systems are receiving much attention for the delivery of various hydrophilic, hydrophobic and amphiphilic drugs with enhanced bioavailability and high loading capacity. A wide variety of drugs are applicable for cubosome formulation for various routes of delivery. The lipids used in cubosome formulation are more stable and offer stability to the formulation during shelf-life. The article reviews about the back ground, techniques of cubosome preparation such as high pressure homogenization, probe ultrasonication and automated cubosome preparation; and also methods of cubosomes preparation such as top down, bottom up and other methods with pictorial presentation. This article emphasizes the phase transition and also targeted approaches of cubosomes. The characterization studies for cubosomes such as cryo transmission electron microscopy, differential scanning calorimetry and scanning electron microscopy followed by in-vitro and in-vivo evaluation studies of cubosomes were explained with appropriate examples. Recent applications of cubosomes were explained with reference to flurbiprofen, odorranalectin, diazepam and dexamethasone. The advantages, disadvantages and limitations of cubosomal technology were emphasized.","2014","2019-06-07 13:26:03","2019-06-07 13:26:03","","181-188","","3","11","","Curr Drug Discov Technol","","","","","","","","eng","","","","","PubMed","","PMID: 24836404","","","http://www.ncbi.nlm.nih.gov/pubmed/24836404","","Drug Delivery Systems; Particle Size; Chemistry, Pharmaceutical; Nanoparticles; Biopharmaceutics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QN4MN3CG","journalArticle","2007","Rizwan, S. B.; Dong, Y.-D.; Boyd, B. J.; Rades, T.; Hook, S.","Characterisation of bicontinuous cubic liquid crystalline systems of phytantriol and water using cryo field emission scanning electron microscopy (cryo FESEM)","Micron (Oxford, England: 1993)","","0968-4328","10.1016/j.micron.2006.08.003","","Cubosomes are a novel lipid particulate delivery system currently being investigated for drug delivery purposes. The present study investigates bicontinuous cubic liquid crystalline systems (bulk phase and cubosomes) formed by phytantriol and water using cryo field emission scanning electron microscopy (cryo FESEM). Previously cubosomes have been characterized by cryo transmission electron microscopy (cryo TEM) with small angle X-ray diffraction (SAXS) confirming the bicontinuous liquid crystalline type. Bulk cubic phase and cubosomes were prepared from phytantriol and Pluronic F127 and analysed using cryo FESEM and SAXS. The micrographs showed the cubic phase had a tortuous, bicontinuous nature with a non-intersecting network of water channels. The cubosomes also show the same underlying tortuous structure entirely consistent with that of the bulk cubic phase and closely resemble the mathematical description of cubosomes described using nodal surface representation. The structure of both systems was confirmed using SAXS as a bicontinuous cubic liquid crystalline phase with Pn3m geometry. Cryo FESEM provides valuable insights into the morphological features of bicontinuous cubic liquid crystalline systems. The unique details shown provide strength to support the nodal surface representation of bicontinuous cubic liquid crystalline systems. Cryo FESEM provides a new technique to complement cryo TEM and SAXS for investigating their structure and function.","2007","2019-06-07 13:26:20","2019-06-07 13:26:20","","478-485","","5","38","","Micron","","","","","","","","eng","","","","","PubMed","","PMID: 17011783","","","http://www.ncbi.nlm.nih.gov/pubmed/17011783","","Drug Delivery Systems; Water; Particle Size; Fatty Alcohols; Nanoparticles; Crystallization; Nanotechnology; Scattering, Small Angle; X-Ray Diffraction; Cryoelectron Microscopy; Microscopy, Electron, Scanning; Poloxamer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSJITKDP","journalArticle","2014","Sherif, Saly; Bendas, Ehab R.; Badawy, Sabry","The clinical efficacy of cosmeceutical application of liquid crystalline nanostructured dispersions of alpha lipoic acid as anti-wrinkle","European Journal of Pharmaceutics and Biopharmaceutics: Official Journal of Arbeitsgemeinschaft Fur Pharmazeutische Verfahrenstechnik e.V","","1873-3441","10.1016/j.ejpb.2013.09.008","","Topical 5% alpha lipoic acid (ALA) has shown efficacy in treatment of photo-damaged skin. The aim of this work was to evaluate the potential of poloxamer (P407) gel as a vehicle for the novel lipid base particulate system (cubosome dispersions) of ALA. Cubosome dispersions were formulated by two different approaches, emulsification of glyceryl monoolein (GMO) and poloxamer (P407) in water followed by ultrasonication, and the dilution method using a hydrotrope. Three different concentrations of GMO were used to formulate the cubosome dispersions using the first method, 5% (D1), 10% (D2) and 15% w/w (D3). In the second technique an isotropic liquid was produced by combining GMO with ethanol, and this isotropic liquid was then diluted with a P407 solution (D4). The dispersions were characterized by zeta potential, light scattering techniques, optical and transmission electron microscopy, encapsulation efficiency and in vitro drug release. Results showed that D4 was not a uniform dispersion and that D1, D2 and D3 were uniform dispersions, in which by increasing the GMO content in the dispersion, the size of the cubosomes decreased, zeta potential became more negative, encapsulation efficiency increased up to 86.48% and the drug release rate was slower. P407 gels were prepared using the cold method. Two concentrations of P407 gel were fabricated, 20 and 30% w/w. P407 gels were loaded with either ALA or dispersions containing ALA cubosomes. P407 gels were characterized by critical gelation temperature, rheological measurements and in vitro drug release studies. Results suggested that by increasing P407 concentration, the gelation temperature decreases and viscosity increases. Drug release in both cases was found to follow the Higuchi square root model. Gel loaded with ALA cubosomes provided a significantly lower release rate than the gel loaded with the un-encapsulated ALA. A double blinded placebo controlled clinical study was conducted, aiming to evaluate the efficacy as an anti-wrinkle agent and volunteer's satisfaction upon application of topical 30% P407 gel loaded with ALA cubosomes. Results indicated reduction in facial lines, almost complete resolution of fine lines in the periorbital region and upper lip area and overall improvement in skin color and texture in most volunteers. There were no instances of irritation, peeling or other apparent adverse side effects.","2014-02","2019-06-07 13:27:19","2019-07-05 01:26:17","","251-259","","2","86","","Eur J Pharm Biopharm","","","","","","","","eng","","","","","PubMed","","PMID: 24056055","","; ","http://www.ncbi.nlm.nih.gov/pubmed/24056055; http://www.ncbi.nlm.nih.gov/pubmed/24056055","","Adult; Alpha lipoic acid; Antioxidant; Chemistry, Pharmaceutical; Clinical study; Cosmeceutical application; Cubosomes; Double-Blind Method; Drug release; Female; Gels; Glyceryl monooleate; Humans; Liquid crystals; Middle Aged; Nanostructures; Particle Size; Pharmaceutical Vehicles; Poloxamer; Poloxamer gel; Rheology; Skin Aging; Temperature; Thioctic Acid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZBWFRL79","journalArticle","2017","Shi, Xuan; Peng, Tingting; Huang, Ying; Mei, Liling; Gu, Yukun; Huang, Jiayuan; Han, Ke; Li, Ge; Hu, Chunli; Pan, Xin; Wu, Chuanbin","Comparative studies on glycerol monooleate- and phytantriol-based cubosomes containing oridonin in vitro and in vivo","Pharmaceutical Development and Technology","","1097-9867","10.3109/10837450.2015.1121496","","To improve the solubility and bioavailability of oridonin (ORI), glycerol monooleate lipid (GMO)- or phytantriol (PYT)-Poloxamer 407-propylene glycol-water systems were firstly used to develop cubosomes containing ORI for oral delivery. These cubosomes prepared through the fragmentation of bulk gels under homogenization conditions of 1200 bar and nine cycles had a mean particle size of around 200 nm with narrow size distribution, and ORI encapsulation efficiency over 85%. Powder X-ray diffraction and differential scanning calorimetry indicated that ORI was in an amorphous or molecular form in the cubosomes. The internal structures of GMO- and PYT-based cubosomes were revealed by small-angle X-ray scattering as a bi-continuous cubic liquid crystalline phase with Im3m and Pn3m geometry, respectively. About 80% of ORI was released in vitro from GMO- and PYT-based cubosomes at 24 h, showing a sustained release kinetics fitted with Higuchi's equation. The pharmacokinetic study in rats showed that the PYT-based cubosomes significantly enhanced the adsorption of ORI as compared to the GMO-based cubosomes and ORI suspension, with evidence of longer half-life and greater relative bioavailability (p < 0.01). Therefore, the PYT-based cubosomes containing ORI might be proposed as a promising candidate carrier for the efficient delivery of drug with therapeutic treatment.","2017-05","2019-06-07 13:27:37","2019-06-07 13:27:37","","322-329","","3","22","","Pharm Dev Technol","","","","","","","","eng","","","","","PubMed","","PMID: 26670780","","","http://www.ncbi.nlm.nih.gov/pubmed/26670780","","sustained release; Animals; Molecular Structure; Surface Properties; Drug Compounding; Particle Size; Drug Liberation; Drug Carriers; Glycerides; Fatty Alcohols; Dose-Response Relationship, Drug; Cubosomes; Administration, Oral; Diterpenes, Kaurane; Drugs, Chinese Herbal; glycerol monooleate; oridonin; pharmacokinetics; phytantriol; Rats, Inbred Strains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
